data element type	data element subtype	vector length/matrix row	matrix columns	number of non zeros	implementation type	metal implementation type	configuration interpretation for charts	loop unrolling factor	num CPU threads	num groups per grid	num threads per group	test data verification type	vefirication value	mean time milliseconds	stddev milliseconds
FLOAT	VECTOR	512	0	0	CPP_BLOCK	NOT_APPLICABLE	REPORT_BEST	1	1	0	0	DISTANCE	0	0.00305093	1.8764496e-12
FLOAT	VECTOR	512	0	0	NEON	NOT_APPLICABLE	REPORT_BEST	1	1	0	0	DISTANCE	0	0.0021404	6.5151515e-13
FLOAT	VECTOR	512	0	0	NEON	NOT_APPLICABLE	REPORT_BEST	1	4	0	0	DISTANCE	0	0.02145793	7.4559676e-08
FLOAT	VECTOR	512	0	0	METAL	DEFAULT	REPORT_BEST	1	1	1	512	DISTANCE	0.00068239734	0.2290304	9.6826269e-07
FLOAT	VECTOR	512	0	0	VDSP	NOT_APPLICABLE	REPORT_BEST	1	1	0	0	DISTANCE	0.0008155624	0.00055132	5.5660364e-13
DOUBLE	VECTOR	512	0	0	CPP_BLOCK	NOT_APPLICABLE	REPORT_BEST	1	1	0	0	DISTANCE	0	0.00453959	1.4538807e-12
DOUBLE	VECTOR	512	0	0	NEON	NOT_APPLICABLE	REPORT_BEST	1	1	0	0	DISTANCE	0	0.00299211	1.3186847e-12
DOUBLE	VECTOR	512	0	0	NEON	NOT_APPLICABLE	REPORT_BEST	1	4	0	0	DISTANCE	0	0.02259667	3.5147527e-08
DOUBLE	VECTOR	512	0	0	VDSP	NOT_APPLICABLE	REPORT_BEST	1	1	0	0	DISTANCE	5.3055994e-13	0.00141336	2.8336267e-12
